00000000.jpg,downdog,653.18031,541.93407,-34.85952,633.71216,560.47813,-89.00097,630.56206,560.63945,-88.96981,627.12944,560.57143,-89.4037,633.75458,555.95601,-19.54324,631.07147,553.50542,-19.62335,628.53371,550.45366,-19.86777,602.78862,543.52095,-229.04371,608.23681,531.96002,93.24427,647.80197,521.77111,-78.30637,647.98416,516.62706,14.78367,576.11534,458.05264,-301.13117,601.27342,452.92704,216.96478,470.77057,559.03321,-570.24261,490.30743,553.47619,346.26881,336.55476,649.95237,-628.11451,371.0466,645.78212,50.83705,284.31549,661.15199,-715.24246,330.58064,646.15716,46.97006,285.91537,653.61443,-666.59149,316.38697,657.1946,-20.10853,309.86481,651.05834,-612.83398,334.40331,662.21277,18.50562,818.97987,168.82948,-213.68658,822.33467,181.0404,214.08398,971.28403,410.70911,-136.01176,958.27805,426.24146,258.46365,1099.6669,635.18241,-36.28003,1075.73242,607.89122,448.69148,1140.2327,670.06341,-34.8708,1106.76575,636.45957,458.91346,1018.78983,716.14577,-161.67826,1025.4203,685.13171,369.49745
00000001.JPG,downdog,885.47459,702.93263,-49.59626,916.75262,713.57929,-25.84177,921.51222,711.60244,-25.52336,925.9985,710.19638,-25.84579,913.19351,711.12426,-106.49678,916.96215,707.53385,-106.42437,920.33434,703.71171,-106.8077,948.3099,686.06787,92.05047,940.34634,676.73534,-263.99059,885.79912,678.99955,4.16969,884.38272,674.87737,-99.81145,925.53873,590.01474,216.31854,934.51939,592.91807,-373.98314,1049.70217,693.18269,399.93598,1070.83073,714.01311,-675.58637,1201.81332,753.99642,77.74509,1245.95852,802.53056,-654.95467,1242.19961,753.45123,52.99753,1300.87719,810.34282,-721.01955,1257.49321,757.56623,-1.91355,1298.71273,806.48382,-663.48596,1240.36388,761.86377,39.94845,1277.06442,805.43212,-630.62272,646.14439,326.35188,234.28285,644.07811,312.78382,-234.34224,463.43565,550.48885,287.85305,472.0706,561.19704,-171.18812,281.26783,733.3418,451.14932,269.85605,762.76553,-72.92312,236.06811,759.53786,458.98767,214.24685,785.60636,-69.52109,339.07087,817.61236,350.51959,337.62956,860.94468,-211.007
00000002.jpg,downdog,1319.53456,1203.6222,-82.35655,1380.83687,1219.13951,-43.88541,1389.92404,1213.44694,-43.29794,1398.60107,1208.79933,-43.9207,1375.02104,1217.58461,-192.58572,1382.86346,1211.24712,-192.61639,1389.95321,1204.54521,-193.25192,1451.11447,1154.19376,183.78622,1439.46769,1148.36958,-481.36274,1327.27677,1152.73668,31.27715,1324.11493,1150.74089,-163.34218,1455.36967,968.25643,486.36313,1432.69649,1005.99556,-654.70797,1638.87402,1203.98352,792.93812,1621.11353,1266.64409,-1189.13271,1851.16247,1381.48755,206.64137,1868.69111,1499.19332,-1134.51531,1921.33151,1386.1757,182.66454,1953.19009,1531.92873,-1281.91316,1939.66386,1402.27556,48.08611,1962.48313,1516.5048,-1160.2529,1905.1188,1409.38176,131.09828,1928.90762,1507.82651,-1083.42885,886.39489,482.83335,437.78678,853.80782,465.15658,-437.98065,579.22212,940.59096,546.54149,594.67897,956.63182,-295.26199,273.89743,1325.85507,865.94926,256.82568,1370.97946,-64.1349,187.84392,1390.4531,884.14302,152.58032,1430.68289,-58.74154,427.18007,1480.00134,679.76652,442.20891,1528.33488,-324.11185
00000003.jpg,downdog,1118.67578,1041.77848,-94.00693,1159.58984,1072.31911,-54.54708,1170.37061,1068.91581,-54.46695,1180.55457,1066.41821,-55.01786,1149.14673,1071.64854,-201.24231,1155.09424,1068.68027,-201.05118,1160.33044,1065.23694,-201.48131,1225.55176,1034.73267,124.46358,1197.91638,1035.60046,-539.54626,1134.5647,1000.27836,-9.32262,1126.7749,1000.51625,-202.54839,1246.21362,871.59103,346.26462,1226.83154,892.33906,-767.00702,1411.10669,1037.40145,696.17889,1418.54236,1086.2057,-1401.63611,1638.36743,1178.17868,183.09048,1666.36658,1245.32114,-1528.00916,1698.96045,1185.71004,144.10435,1746.57739,1254.51095,-1696.30774,1728.48181,1193.21659,20.82884,1746.32129,1249.27517,-1604.22095,1699.46777,1195.34067,109.57236,1713.06323,1248.99594,-1495.2887,858.27826,381.58028,434.40988,833.45947,377.91642,-434.10663,624.43567,756.85237,587.62848,610.37653,783.56386,-244.87959,418.15942,1097.42154,947.8053,376.27457,1149.02344,12.13353,353.59167,1150.7024,967.67035,295.07056,1201.2362,16.78664,537.73743,1253.99252,741.78217,512.64899,1315.12522,-309.67133
00000004.jpg,downdog,437.73215,468.86014,-46.70367,410.36203,482.38121,-107.21737,406.46063,481.52143,-107.22713,402.3021,480.44415,-107.65963,411.09531,477.90077,-24.70543,408.05326,474.51788,-24.8828,405.24917,470.55838,-25.28584,376.55954,455.46573,-267.79599,383.9118,443.83907,111.9543,435.45803,444.08506,-98.19609,436.6014,439.83322,11.46583,379.93662,367.37407,-380.22298,406.85806,357.10134,255.79648,296.71442,508.26632,-679.24047,301.56491,473.25778,419.5359,163.63349,613.74079,-660.54976,187.76393,577.56653,90.31402,109.39676,630.5448,-742.38396,148.17299,579.5221,87.12302,108.4769,615.13326,-684.88612,131.63617,588.53859,15.03821,133.48317,611.50841,-637.15403,148.6864,593.52134,55.04616,667.27195,88.53975,-242.79479,670.7782,97.94728,243.14906,824.63872,333.41068,-164.90162,813.09149,346.54143,295.53616,965.04786,554.30651,-97.7078,939.48712,535.48541,455.85909,1011.16912,590.78674,-101.05636,978.51198,567.9657,462.32135,869.13836,645.74971,-257.84061,863.88674,623.75763,355.21631
00000005.jpg,downdog,377.80899,679.52323,-17.14974,353.39362,688.80516,-63.94944,349.79287,687.2493,-63.9974,345.977,685.46617,-64.45613,355.59842,687.11674,0.74486,353.78491,684.86845,0.54862,352.22199,682.12605,0.35522,324.55453,660.95966,-192.56037,335.58485,658.68723,103.95064,376.40038,656.80498,-57.35173,379.14044,655.38752,28.60767,333.36244,578.18735,-268.30787,356.70112,576.7628,214.27424,271.47024,710.91223,-494.83323,296.73462,679.57455,351.39234,172.71852,820.32502,-431.54687,227.38642,771.82239,81.91271,132.56532,838.28568,-490.32032,198.11471,774.75011,81.78538,129.71016,825.091,-432.7295,185.68727,781.13437,11.36726,146.6246,822.04574,-408.57093,200.73536,784.7392,49.89882,624.171,341.00676,-186.37784,619.6378,351.07875,186.72232,741.09095,577.1845,-86.96446,723.31792,575.46437,266.54886,853.38119,798.00773,10.3171,819.38258,763.91029,443.58905,890.02222,835.86419,12.34246,850.79733,797.11181,453.30928,763.53157,872.44463,-114.29321,745.08986,830.00386,353.92483
00000006.jpg,downdog,359.38543,457.72107,-16.47857,337.14557,459.84158,-57.25968,335.43017,457.91014,-57.27737,333.44158,455.81898,-57.6912,335.89969,457.65896,-2.5653,333.65452,455.0829,-2.58265,331.63213,452.04609,-2.6508,323.28392,430.26321,-160.86231,322.90811,425.97792,87.56751,366.54757,437.46011,-47.49692,365.6394,437.12972,23.69033,350.57754,371.09898,-208.95024,361.64034,356.51451,188.187,268.42215,476.77622,-400.66146,267.12924,453.19126,306.63719,145.5935,560.60603,-347.71289,173.53621,538.43874,78.79061,97.34783,572.12031,-391.84619,138.27831,534.63243,88.3758,94.19001,558.34717,-346.91707,127.39723,544.10047,33.49807,114.67683,556.19647,-327.6251,145.55029,551.47454,55.4749,559.285,126.0202,-166.71428,555.12972,130.71968,167.17226,683.38931,331.29887,-112.19086,660.05634,338.47116,196.03107,780.9001,521.20899,-73.93066,758.4314,499.95958,329.91278,816.01263,557.24786,-79.61725,789.90605,530.17845,336.43417,687.85615,590.32063,-205.07895,686.40743,565.13179,259.99846
00000007.jpg,downdog,264.52753,261.01656,-36.94065,253.33297,264.33845,-63.64727,252.20489,263.4532,-63.67086,251.02487,262.44209,-63.90262,252.54445,263.14349,-26.18692,251.09316,261.65802,-26.27112,249.75401,259.92212,-26.36587,242.68639,249.45297,-139.00765,242.26641,247.12558,32.30702,266.0727,249.90926,-61.56163,265.2905,248.55564,-11.98868,249.58605,208.41177,-189.13071,253.66298,212.14085,96.22765,203.44436,257.62467,-330.32348,206.8439,253.44896,164.58778,144.73801,304.95729,-343.31216,157.84967,287.46881,22.13133,121.90181,311.1165,-384.16508,140.14512,286.73596,24.34462,122.76475,306.30093,-354.57115,134.94421,290.1325,-9.33606,132.5491,305.3946,-333.06428,142.45874,292.35308,5.66321,368.20401,107.89188,-105.55227,365.14641,116.48587,105.68728,436.76299,197.03407,-59.027,430.61858,206.30369,145.71399,496.13175,279.24078,-4.63284,485.39687,278.23515,229.39436,516.27642,292.12046,-4.40271,503.25221,288.59441,234.65666,458.28757,319.29412,-62.57089,454.7642,321.76092,203.29868
00000008.jpg,downdog,885.85749,799.10994,11.39081,912.90169,821.13258,8.78523,915.81669,819.17261,9.32481,918.39495,817.83985,8.88911,914.26315,819.9798,-49.56158,920.31403,818.01602,-49.59112,925.87423,815.61608,-49.97965,938.31768,793.35342,64.24308,947.68219,791.24552,-195.02189,883.91705,770.12451,46.71281,889.55851,769.11069,-29.93435,927.97709,663.75863,157.12374,939.15958,680.98883,-242.6687,1091.12797,826.73863,283.82885,1101.67789,841.41454,-464.54258,1285.36263,931.33992,29.95673,1311.31449,968.56557,-443.80884,1356.63624,932.70219,4.17534,1384.52139,999.87024,-510.54091,1360.81839,952.24082,-49.76705,1388.0928,993.2297,-466.2065,1329.2963,959.85173,-3.31132,1358.10423,984.55466,-427.08416,626.35121,273.10381,176.99376,612.07075,271.38984,-177.06161,523.89245,583.16545,277.00553,491.8715,621.55534,-39.12784,415.81302,857.29564,534.7127,326.70703,930.99878,96.95067,377.25382,892.05915,550.21296,282.89089,969.2995,100.05454,483.80375,994.63497,436.31616,408.93593,1056.34133,-47.07072
00000009.jpg,downdog,1869.99998,1843.34084,35.56545,1794.93225,1880.59332,-134.04135,1786.18926,1878.93598,-133.93339,1776.45461,1876.73682,-135.13185,1793.915,1864.98345,74.03111,1785.45906,1854.84341,73.50535,1777.63866,1842.87963,72.56684,1712.86535,1804.84955,-571.60456,1727.95436,1766.1389,388.39549,1870.79974,1777.12242,-98.71364,1871.02836,1763.80022,177.90653,1717.30839,1561.23579,-753.97007,1795.05225,1522.06317,736.96669,1394.55128,1962.69275,-1516.78061,1425.39019,1862.99273,1161.84147,949.00097,2267.67086,-1475.84927,1044.18903,2177.31493,227.99848,772.32701,2303.10766,-1692.4405,911.67596,2171.7613,233.85563,764.7744,2259.64131,-1530.97121,863.95671,2206.91255,25.47519,844.6372,2251.22358,-1412.8315,929.02445,2228.43189,135.64176,2565.79298,655.61383,-637.40062,2570.88951,688.60554,638.87763,3040.84355,1416.6023,-501.17301,3006.54399,1484.02581,693.62878,3501.3881,2060.63326,-374.28721,3448.77466,2037.42666,1172.38903,3641.73823,2175.9814,-389.60602,3573.65384,2130.92891,1196.18948,3213.45242,2314.27958,-820.01353,3236.6585,2297.60353,899.45081
